scope,id,type,name,is_modified,is_value_affected,is_reach_affected,is_upstream,node_id,node_operation,node_type,node_s_pos,node_e_pos,node_level,actor_id,reachability,reachability_actor_ids,code,use_ids,non_contaminated_use_nodes
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_1,VARIABLE,RELEASE,True,False,False,False,CMakeLists.txt:n_dst_19,added,unquoted_argument,65,72,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_3,[],[],"option(RELEASE ""release mode"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_28', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3500']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_2,VARIABLE,WARNING,True,False,False,False,CMakeLists.txt:n_dst_32,added,unquoted_argument,100,107,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_4,[],[],"option(WARNING ""enable warning"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_27', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3501']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_3,VARIABLE,USE_CAFFE,True,False,False,False,CMakeLists.txt:n_dst_45,added,unquoted_argument,136,145,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_5,[],[],"option(USE_CAFFE ""build caffe backend"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_1', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_30', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_55', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_235', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_246', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_379', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_448', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_721', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_762', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_927', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_967', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_983', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_1714', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3006', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3511']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_4,VARIABLE,USE_CAFFE_DEBUG,True,False,False,False,CMakeLists.txt:n_dst_58,added,unquoted_argument,179,194,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_6,[],[],"option(USE_CAFFE_DEBUG ""enable caffe debug"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_386', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3513']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_5,VARIABLE,USE_CAFFE2,True,False,False,False,CMakeLists.txt:n_dst_71,added,unquoted_argument,228,238,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_7,[],[],"option(USE_CAFFE2 ""build caffe2 backend"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_4', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_6', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_81', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_242', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_299', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_727', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_768', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3038', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3470', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3514']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_6,VARIABLE,USE_TF,True,False,False,False,CMakeLists.txt:n_dst_84,added,unquoted_argument,274,280,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_8,[],[],"option(USE_TF ""use TF backend"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_7', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_78', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_233', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_351', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_725', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_959', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_1750', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3519']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_7,VARIABLE,USE_NCNN,True,False,False,False,CMakeLists.txt:n_dst_97,added,unquoted_argument,310,318,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_9,[],[],"option(USE_NCNN ""use NCNN backend"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_450', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_737', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_759', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_1917', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3521']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_8,VARIABLE,USE_TORCH,True,False,False,False,CMakeLists.txt:n_dst_110,added,unquoted_argument,350,359,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_10,[],[],"option(USE_TORCH ""use libtorch backend"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_5', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_8', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_56', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_240', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_247', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_476', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_739', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_771', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_2383', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3005', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3516']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_9,VARIABLE,USE_HDF5,True,False,False,False,CMakeLists.txt:n_dst_123,added,unquoted_argument,395,403,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_11,[],[],"option(USE_HDF5 ""use HDF5"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_94', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_420', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_423', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_449', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_707', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_849', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_960', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3522']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_10,VARIABLE,USE_TENSORRT,True,False,False,False,CMakeLists.txt:n_dst_136,added,unquoted_argument,426,438,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_12,[],[],"option(USE_TENSORRT ""use TensorRT backend"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_232', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_606', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_741', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_765', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_781', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_2078', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3007', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3523']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_11,VARIABLE,USE_TENSORRT_OSS,True,False,False,False,CMakeLists.txt:n_dst_149,added,unquoted_argument,474,490,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_13,[],[],"option(USE_TENSORRT_OSS ""alias of USE_TENSORRT"" OFF)",['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_2'],0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_12,VARIABLE,USE_XGBOOST,True,False,False,False,CMakeLists.txt:n_dst_162,added,unquoted_argument,527,538,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_14,[],[],"option(USE_XGBOOST ""use XGBOOST backend"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_580', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_729', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_784', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3369', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3531']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_13,VARIABLE,USE_DLIB,True,False,False,False,CMakeLists.txt:n_dst_175,added,unquoted_argument,573,581,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_15,[],[],"option(USE_DLIB ""use Dlib backend"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_237', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_284', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_735', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_756', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_1779', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3524']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_14,VARIABLE,USE_CUDNN,True,False,False,False,CMakeLists.txt:n_dst_188,added,unquoted_argument,613,622,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_16,[],[],"option(USE_CUDNN ""enable CUDNN"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_108', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_239', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_266', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_273', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_291', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_383', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3530']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_15,VARIABLE,USE_TSNE,True,False,False,False,CMakeLists.txt:n_dst_201,added,unquoted_argument,649,657,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_17,[],[],"option(USE_TSNE ""enable TSNE"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_602', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_731', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3533']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_16,VARIABLE,USE_CUDA_CV,True,False,False,False,CMakeLists.txt:n_dst_214,added,unquoted_argument,684,695,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_18,[],[],"option(USE_CUDA_CV ""use CUDA with OpenCV (Requires OpenCV build for CUDA)"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_361', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_376', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3536']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_17,VARIABLE,USE_SIMSEARCH,True,False,False,False,CMakeLists.txt:n_dst_227,added,unquoted_argument,764,777,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_19,[],[],"option(USE_SIMSEARCH ""build index and search services"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_248', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_733', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_775', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3385', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3518']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_18,VARIABLE,USE_ANNOY,True,False,False,False,CMakeLists.txt:n_dst_240,added,unquoted_argument,824,833,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_20,[],[],"option(USE_ANNOY ""use annoy as indexer"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_250', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_252', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_253', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_776', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3434', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3527']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_19,VARIABLE,USE_FAISS,True,False,False,False,CMakeLists.txt:n_dst_253,added,unquoted_argument,869,878,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_21,[],[],"option(USE_FAISS ""use FAISS as indexer"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_244', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_249', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_251', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_257', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3450', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3528']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_20,VARIABLE,BUILD_SPDLOG,True,False,False,False,CMakeLists.txt:n_dst_266,added,unquoted_argument,913,925,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_22,[],[],"option(BUILD_SPDLOG ""build SPDLOG instead of using system library"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_87', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_753', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3507']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_21,VARIABLE,BUILD_PROTOBUF,True,False,False,False,CMakeLists.txt:n_dst_279,added,unquoted_argument,984,998,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_23,[],[],"option(BUILD_PROTOBUF ""build PROTOBUF instead of using system library"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_39', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3508']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_22,VARIABLE,USE_BOOST_BACKTRACE,True,False,False,False,CMakeLists.txt:n_dst_292,added,unquoted_argument,1059,1078,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_24,[],[],"option(USE_BOOST_BACKTRACE ""use boost backtrace"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_97', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3534']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_23,VARIABLE,USE_OPENMP,True,False,False,False,CMakeLists.txt:n_dst_305,added,unquoted_argument,1112,1122,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_25,[],[],"option(USE_OPENMP ""use OpenMP"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_19', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3535']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_24,VARIABLE,USE_TENSORRT,True,False,False,False,CMakeLists.txt:n_dst_345,added,unquoted_argument,1224,1236,6,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_29,['USE_TENSORRT_OSS'],['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_28'],set(USE_TENSORRT ON),"['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_232', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_606', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_741', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_765', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_781', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_2078', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3007', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3523']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_25,VARIABLE,CMAKE_MODULE_PATH,True,False,False,False,CMakeLists.txt:n_dst_449,added,unquoted_argument,1613,1630,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_36,[],[],set(CMAKE_MODULE_PATH ${PROJECT_SOURCE_DIR}/cmake),['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_11'],0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_26,VARIABLE,CMAKE_MODULE_PATH,True,False,False,False,CMakeLists.txt:n_dst_466,added,unquoted_argument,1672,1689,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_37,[],[],list(APPEND CMAKE_MODULE_PATH ${PROJECT_SOURCE_DIR}/cmake),[],0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_27,VARIABLE,BUILD_TESTS,True,False,False,False,CMakeLists.txt:n_dst_503,added,unquoted_argument,1805,1816,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_41,[],[],"OPTION(BUILD_TESTS ""Should the tests be built"")","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_877', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3509']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_28,VARIABLE,BUILD_TOOLS,True,False,False,False,CMakeLists.txt:n_dst_514,added,unquoted_argument,1853,1864,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_42,[],[],"OPTION(BUILD_TOOLS ""Should the tools be built"")","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3467', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3510']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_29,VARIABLE,USE_COMMAND_LINE,True,False,False,False,CMakeLists.txt:n_dst_525,added,unquoted_argument,1901,1917,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_43,[],[],"OPTION(USE_COMMAND_LINE ""build command line JSON API"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_29', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_718', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_723', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_859', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3502']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_30,VARIABLE,USE_JSON_API,True,False,False,False,CMakeLists.txt:n_dst_538,added,unquoted_argument,1959,1971,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_44,[],[],"OPTION(USE_JSON_API ""build internal JSON API"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_33', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_709', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_719', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_896', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_928', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_1715', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_2062', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_2367', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_2960', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3503']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_31,VARIABLE,USE_HTTP_SERVER,True,False,False,False,CMakeLists.txt:n_dst_551,added,unquoted_argument,2009,2024,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_45,[],[],"OPTION(USE_HTTP_SERVER ""build cppnet-lib version of http JSON API"" OFF)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_31', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_681', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_711', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_715', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_790', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_860', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3504']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_32,VARIABLE,USE_HTTP_SERVER_OATPP,True,False,False,False,CMakeLists.txt:n_dst_564,added,unquoted_argument,2082,2103,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_46,[],[],"OPTION(USE_HTTP_SERVER_OATPP ""build oatpp version of http JSON API"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_32', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_713', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_716', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_793', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_861', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_1731', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_3505']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_33,VARIABLE,USE_OATPP_SWAGGER,True,False,False,False,CMakeLists.txt:n_dst_577,added,unquoted_argument,2154,2171,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_47,[],[],"OPTION(USE_OATPP_SWAGGER ""Enable Swagger documentation endpoint"" ON)","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_670', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_797']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_34,VARIABLE,USE_OPENCV_VERSION,True,False,False,False,CMakeLists.txt:n_dst_591,added,unquoted_argument,2242,2260,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_48,[],[],"set(USE_OPENCV_VERSION CACHE STRING ""OpenCV Version used by DeepDetect"")","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_363', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_369']",0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_35,VARIABLE,GIT_BRANCH,True,False,False,False,CMakeLists.txt:n_dst_628,added,unquoted_argument,2462,2472,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_49,[],[],execute_process(COMMAND git rev-parse --abbrev-ref HEAD WORKING_DIRECTORY ${CMAKE_SOURCE_DIR} OUTPUT_VARIABLE GIT_BRANCH OUTPUT_STRIP_TRAILING_WHITESPACE),[],0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_36,VARIABLE,GIT_VERSION,True,False,False,False,CMakeLists.txt:n_dst_659,added,unquoted_argument,2651,2662,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_50,[],[],execute_process(COMMAND git describe --tags --broken WORKING_DIRECTORY ${CMAKE_SOURCE_DIR} OUTPUT_VARIABLE GIT_VERSION OUTPUT_STRIP_TRAILING_WHITESPACE),[],0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_37,VARIABLE,GIT_COMMIT_HASH,True,False,False,False,CMakeLists.txt:n_dst_690,added,unquoted_argument,2872,2887,3,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_51,[],[],execute_process(COMMAND git log -1 --format=%H WORKING_DIRECTORY ${CMAKE_SOURCE_DIR} OUTPUT_VARIABLE GIT_COMMIT_HASH OUTPUT_STRIP_TRAILING_WHITESPACE),[],0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_38,VARIABLE,FOPENMP,True,False,False,False,CMakeLists.txt:n_dst_757,added,unquoted_argument,3082,3089,9,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_56,"['USE_OPENMP', 'APPLE']","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_54', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_55']","set(FOPENMP ""-Xclang -fopenmp"")",['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_25'],0
CMakeLists.txt:n_dst_11637,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_def_39,VARIABLE,OPENMP_LIBRARIES,True,False,False,False,CMakeLists.txt:n_dst_768,added,unquoted_argument,3127,3143,9,f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_57,"['USE_OPENMP', 'APPLE']","['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_54', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_actor_55']",find_library(OPENMP_LIBRARIES REQUIRED NAMES omp libomp HINTS /opt/homebrew/Cellar/libomp/*/lib/),"['f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_21', 'f55f5442c2af74da421c038289c29c322fd0ad3a_destination_use_836']",0
